sheetname: IND_NewTechs
range: N8:AS247
filename: SubRES_TMPL/Before_SubRES_NewTechs_Industry.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), Year (object), Start (object), LIFE (object), AFA (object), CAP2ACT (object), EFF (object), EFF~2020 (object), EFF~2025 (object), EFF~2030 (object), EFF~2035 (object), EFF~2040 (object), EFF~2045 (object), EFF~2050 (object), EFF~2055 (object), EFF~2060 (object), INVCOST (object), INVCOST~2020 (object), INVCOST~2025 (object), INVCOST~2030 (object), INVCOST~2035 (object), INVCOST~2040 (object), INVCOST~2045 (object), INVCOST~2050 (object), INVCOST~2055 (object), INVCOST~2060 (object), FLO_MARK (object), FLO_MARK~0 (object)
DMD,,ALIVE-IRG-IrgVSD_ELC00,Livestock Farming-Irrigation with VSD,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Trac-_DSL00,Livestock Farming-Tractor,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-MTr-_DSL00,Livestock Farming-Medium Truck,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Uti-_DSL00,Livestock Farming-Utility,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Bike-_PET00,Livestock Farming-Motorbike/side by side ,PJ,GW,,,
DMD,,ALIVE-LIG-LT_ELC00,Livestock Farming-Light,PJ,GW,,,
DMD,,AHORT-IRG-Irg_ELC00,Horticulture (Outdoor)-Irrigation,PJ,GW,,,
DMD,,AHORT-IRG-IrgVSD_ELC00,Horticulture (Outdoor)-Irrigation with VSD,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Trac-_DSL00,Horticulture (Outdoor)-Tractor,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-MTr-_DSL00,Horticulture (Outdoor)-Medium Truck,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Uti-_DSL00,Horticulture (Outdoor)-Utility,PJ,GW,,,
DMD,,AHORT-MoTP-Stat-Motor_DSL00,Horticulture (Outdoor)-Frost Protection windmills,PJ,GW,,,
DMD,,AHORT-LIG-LT_ELC00,Horticulture (Outdoor)-Light,PJ,GW,,,
DMD,,AINDC-SH-Boiler_COA00,Indoor Cropping-Boiler,PJ,GW,,,
DMD,,AINDC-SH-Boiler_DSL00,Indoor Cropping-Boiler,PJ,GW,,,
DMD,,AINDC-LIG-LT_ELC00,Indoor Cropping-Light,PJ,GW,,,
DMD,,AFORE-MoTP-Stat-Motor_ELC00,Forestry and Logging-Motive Power Stationery,PJ,GW,,,
DMD,,AFORE-MoTP-Stat-Motor_DSL00,Forestry and Logging-Motive Power Stationery,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-GB-_DSL00,Forestry and Logging-Ground Based,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-CY-_DSL00,Forestry and Logging-Cable Yarding,PJ,GW,,,
DMD,,AFORE-LIG-LT_ELC00,Forestry and Logging-Light,PJ,GW,,,
DMD,,AFISH-BOAT-Boat_DSL00,"Fishing, Hunting and Trapping-Boat",PJ,GW,,,
DMD,,AFISH-BOAT-Boat_FOL00,"Fishing, Hunting and Trapping-Boat",PJ,GW,,,
DMD,,AFISH-RFGR-RF_ELC00,"Fishing, Hunting and Trapping-Refrigeration",PJ,GW,,,
DMD,,AFISH-LIG-LT_ELC00,"Fishing, Hunting and Trapping-Light",PJ,GW,,,
DMD,,AOTH-ELC-_ELC00,Other-Electricity,PJ,Pja,,,
DMD,,AOTH-FOL-_FOL00,Other-Fuel Oil,PJ,Pja,,,
DMD,,AOTH-LPG-_LPG00,Other-LPG,PJ,Pja,,,
DMD,,AOTH-PET-_PET00,Other-Petrol,PJ,Pja,,,


sheetname: RES
range: C5:W55
filename: VT_SI_OTH_V4.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), EFF (object), AFA (object), AFA~LO (object), NCAP_LIFE (object), CAP2ACT (object), NCAP_PASTI (object), *NCAP_PASTI (object), ACT_BND (object), INVCOST (object), FIXOM (object), NCAP_BND (object), NCAP_BND~0 (object), FLO_MARK (object), FLO_MARK~2030 (object), FLO_MARK~2050 (object), FLO_MARK~0 (object)
TechName,*TechDesc,Comm-IN,Comm-OUT,EFF,AFA,AFA~LO,NCAP_LIFE,CAP2ACT,NCAP_PASTI,*NCAP_PASTI,ACT_BND,INVCOST,FIXOM,NCAP_BND,NCAP_BND~0,FLO_MARK,FLO_MARK~2030,FLO_MARK~2050,FLO_MARK~0
\I: Technology Name,Technology Description,Input Commodity,Output Commodity,Efficiency,Annual Availability Factor,Annual Availability Factor,Lifetime of Process,Capacity to Activity Factor,Existing Installed Capacity in Pja,,Bound on activity of a process,Investment cost,O&M costs,,,,,,
R_DDW-SH_Burner-WOD00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESWOD,R_DDW-SH,0.6,0.0821,0.061575,20,31.536,0.635568733681722,,1.64555456756025,373,,,,0.162365891905064,,,5
R_DDW-SH_Burner-LPG00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESLPG,R_DDW-SH,0.8,0.0821,0.061575,20,31.536,0.128962871667885,,0.333898493227403,1260,150,,,,,,
R_DDW-SH_Burner-DSL00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESDSL,R_DDW-SH,0.8,0.0045,0.003375,5,31.536,0.215986823639123,,0.0306511221162752,,,0,5,,,,
R_DDW-SH_Burner-COA00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESCOA,R_DDW-SH,0.6,0.0045,0.003375,5,31.536,0.141457201996448,,0.0200744744497199,,,0,5,,,,
R_DDW-SH_OF-WOD00,Detached dwellings - Heat/Cooling Devices - Open Fire,RESWOD,R_DDW-SH,0.06,0.0821,0,50,31.536,0.00195280389574741,,0.00505601550218143,,,0,5,,,,
R_DDW-SH_OF-COA00,Detached dwellings - Heat/Cooling Devices - Open Fire,RESCOA,R_DDW-SH,0.06,0.0821,0,50,31.536,0.00149532229739019,,0.00387154733397781,,,0,5,,,,
R_DDW-SH_OFWB-COA00,"Detached dwellings - Heat/Cooling Devices - Open Fire, with Wetback",RESCOA,R_DDW-SH,0.06,0.0821,0,50,31.536,0.000177112762702105,,0.000458563645743491,,,0,5,,,,
R_DDW-SH_HP-ELC00,Detached dwellings - Heat/Cooling Devices - Heat Pump (for Heating),RESELC,R_DDW-SH,3.75,0.0821,0.061575,12,31.536,2.55913750062593,,6.62587723404059,557.906976744186,,,,,,,
R_DDW-SH_RH-ELC00,Detached dwellings - Heat/Cooling Devices - Resistance Heater,RESELC,R_DDW-SH,1,0.0821,0.061575,5,31.536,0.567536421329348,,1.46941172666777,24,,,,,,,
R_DDW-WH_OFWB-COA00,"Detached dwellings - Heat/Cooling Devices - Open Fire, with Wetback",RESCOA,R_DDW-WH,0.16,0.1666,0,50,31.536,0.000132772963674401,,0.000697575555193823,,,0,5,,,,
R_DDW-WH_HWC-SOL00,Detached dwellings - Heat/Cooling Devices - Hot Water Cylinder,RESSOL,R_DDW-WH,0.6,0.125,,20,31.536,0.0107134998941149,,0.0422326165826009,2121,,0,5,,,,
R_DDW-WH_HWC-ELC00,Detached dwellings - Heat/Cooling Devices - Hot Water Cylinder,RESELC,R_DDW-WH,1,0.125,0.09375,20,31.536,0.741362027650596,,2.92244911299865,757.6,,,,,,,
R_DDW-WH_Gasheat-LPG00,Detached dwellings - Heat/Cooling Devices - Gas Water Heater,RESLPG,R_DDW-WH,0.8,0.042,0.0315,20,31.536,0.26867738584915,,0.35586642168583,250,150,,,,,,
R_DDW-WH_BRNWB-WOD00,"Detached dwellings - Heat/Cooling Devices - Burner, with Wetback",RESWOD,R_DDW-WH,0.16,0.1666,0,20,31.536,0.000601565640673133,,0.00316056427577503,,,0,5,,,,
R_DDW-CK_Oven-COA00,Detached dwellings - Heat/Cooling Devices - Cooking Ovens,RESCOA,R_DDW-CK,0.15,1,0,10,31.536,2.00729120950634e-06,,6.33019355829918e-05,,,0,5,,,,
R_DDW-CK_Appl-ELC00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,RESELC,R_DDW-CK,0.75,0.0416,0.0312,13,31.536,0.462169659442364,,0.606319267015255,450.0,,,,,,,
R_DDW-CK_Appl-LPG00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,RESLPG,R_DDW-CK,0.4,0.0416,0,13,31.536,0.0032847737200546,,0.0043092867598827,350,150,,,,,,
R_DDW-RF_Refriger-ELC00,Detached dwellings - Heat/Cooling Devices - Refrigeration systems,RESELC,R_DDW-RF,1.8,1,0.75,18,31.536,0.0571188332325713,,1.80129952482237,3280,,,,,,,
R_DDW-CD_Dryer-ELC00,Detached dwellings - Heat/Cooling Devices - Clothes Dryer,RESELC,R_DDW-CD,0.25,0.0059,0.004425,15,31.536,0.281414887050836,,0.0523607292804075,1665.33333333333,,,,,,,
R_DDW-SC_HP-ELC00,Detached dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),RESELC,R_DDW-SC,3.45,0.0114,0.00855,12,31.536,1.03380710031374,,0.371664404156635,685.428571428571,,,,,,,
R_DDW-CW_Washer-ELC00,Detached dwellings - Heat/Cooling Devices - Clothes Washers,RESELC,R_DDW-CW,0.25,0.0416,0.0312,15,31.536,0.129181134222193,,0.169472419951373,3994.66666666667,,,,,,,
R_DDW-DW_Dwash-ELC00,Detached dwellings - Heat/Cooling Devices - Dishwashers,RESELC,R_DDW-DW,0.25,0.0416,0.0312,15,31.536,0.0429027986014735,,0.0562840785185564,2640,,,,,,,
R_DDW-LT_LED-ELC00,Detached dwellings - Electronics and Lights - LED,RESELC,R_DDW-LT,0.9,0.1666,0,14,31.536,0.000895042568981453,,0.00470246200506949,1148.32535885167,,,,,,,
R_DDW-LT_Incan-ELC00,Detached dwellings - Electronics and Lights - Incandescent,RESELC,R_DDW-LT,0.1,0.1666,0.12495,1,31.536,0.0160590446812488,,0.0843725763091059,777.777777777778,,,,,,,
R_DDW-LT_CFL-ELC00,Detached dwellings - Electronics and Lights - Fluorescent,RESELC,R_DDW-LT,0.8,0.1666,0.12495,7,31.536,0.0163353942737832,,0.0858244887700832,1176.47058823529,,,,,,,
R_DDW-OTH_Elec-ELC00,Detached dwellings - Electronics and Lights - Electronics,RESELC,R_DDW-OTH,0.9,0.1666,0.12495,5,31.536,0.124540403281546,,0.654322525903945,733.333333333333,,,,,,,
R_DDW-MPS_Motor-ELC00,Detached dwellings - Stationary Motors - Electric Motor,RESELC,R_DDW-MPS,0.75,0.0029,0.002175,15,31.536,0.567393117395259,,0.051890597115513,153.333333333333,,,,,,,
R_DDW-MPM_ICE-PET00,Detached dwellings - Stationary Motors - Internal Combustion (Domestic Use),RESPET,R_DDW-MPM,0.25,0.0029,0,10,31.536,0.000142310573894392,,1.30149281491673e-05,1466.66666666667,,,,,,,
R_JDW-SH_Burner-LPG00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESLPG,R_JDW-SH,0.8,0.0821,0.061575,20,31.536,0.0208197899672892,,0.0539046347951324,807.462686567164,150,,,,,,
R_JDW-SH_Burner-DSL00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESDSL,R_JDW-SH,0.8,0.0045,0.003375,5,31.536,0.0348689529452242,,0.00494832285036266,,,0,5,,,,
R_JDW-SH_HP-ELC00,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Heating),RESELC,R_JDW-SH,3.75,0.0821,0.061575,12,31.536,0.413147633666671,,1.06968285195313,702.8125,,,,,,,
R_JDW-SH_RH-ELC00,Joined dwellings - Heat/Cooling Devices - Resistance Heater,RESELC,R_JDW-SH,1,0.0821,0.061575,5,31.536,0.091623185324947,,0.237222102214658,24,,,,,,,
R_JDW-WH_HWC-SOL00,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,RESSOL,R_JDW-WH,0.6,0.0833,,20,31.536,0.00369274867041833,,0.00970066168845703,2121,,0,5,,,,
R_JDW-WH_HWC-ELC00,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,RESELC,R_JDW-WH,1,0.0833,0.062475,20,31.536,0.25553401493094,,0.671274773882014,757.6,,,,,,,
R_JDW-WH_Gasheat-LPG00,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,RESLPG,R_JDW-WH,0.8,0.028,0.021,20,31.536,0.0925711677737513,,0.0817410817135646,250,150,,,,,,
R_JDW-CK_Appl-ELC00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,RESELC,R_JDW-CK,0.75,0.028,0.021,13,31.536,0.150728502173538,,0.133094473247251,450.0,,,,,,,
R_JDW-CK_Appl-LPG00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,RESLPG,R_JDW-CK,0.4,0.028,0,13,31.536,0.00107127115051258,,0.000945940996071812,350,150,,,,,,
R_JDW-RF_Refriger-ELC00,Joined dwellings - Heat/Cooling Devices - Refrigeration systems,RESELC,R_JDW-RF,1.8,1,0.75,18,31.536,0.0125382804656864,,0.395407212765886,3280,,,,,,,
R_JDW-CD_Dryer-ELC00,Joined dwellings - Heat/Cooling Devices - Clothes Dryer,RESELC,R_JDW-CD,0.25,0.0059,0.004425,15,31.536,0.061773999596525,,0.0114938186225285,1665.33333333333,,,,,,,
R_JDW-SC_HP-ELC00,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),RESELC,R_JDW-SC,3.45,0.0114,0.00855,12,31.536,0.226933265922529,,0.0815848692051149,899.6,,,,,,,
R_JDW-CW_Washer-ELC00,Joined dwellings - Heat/Cooling Devices - Clothes Washers,RESELC,R_JDW-CW,0.25,0.0416,0.0312,15,31.536,0.0283568343414571,,0.0372012629161552,3994.66666666667,,,,,,,
R_JDW-DW_Dwash-ELC00,Joined dwellings - Heat/Cooling Devices - Dishwashers,RESELC,R_JDW-DW,0.25,0.0416,0,15,31.536,0.00941768749788442,,0.0123550416260246,2640,,,,,,,
R_JDW-LT_LED-ELC00,Joined dwellings - Electronics and Lights - LED,RESELC,R_JDW-LT,0.9,0.1666,0,14,31.536,0.00018613208751604,,0.000977918927883514,1148.32535885167,,,,,,,
R_JDW-LT_Incan-ELC00,Joined dwellings - Electronics and Lights - Incandescent,RESELC,R_JDW-LT,0.1,0.1666,0,1,31.536,0.00235010409969495,,0.0123472062891374,777.777777777778,,,,,,,
R_JDW-LT_CFL-ELC00,Joined dwellings - Electronics and Lights - Fluorescent,RESELC,R_JDW-LT,0.8,0.1666,0,7,31.536,0.00421860971202435,,0.0221641434413414,1176.47058823529,,,,,,,
R_JDW-OTH_Elec-ELC00,Joined dwellings - Electronics and Lights - Electronics,RESELC,R_JDW-OTH,0.9,0.1666,0.12495,5,31.536,0.0273381373057052,,0.143631773978915,733.333333333333,,,,,,,
R_JDW-MPS_Motor-ELC00,Joined dwellings - Stationary Motors - Electric Motor,RESELC,R_JDW-MPS,0.75,0.0029,0.002175,15,31.536,0.12454970869652,,0.0113906188790151,153.333333333333,,,,,,,
R_JDW-MPM_ICE-PET00,Joined dwellings - Stationary Motors - Internal Combustion (Domestic Use),RESPET,R_JDW-MPM,0.25,0.0029,0,10,31.536,3.12389064646227e-05,,2.85693544737819e-06,1466.66666666667,,,,,,,


sheetname: RES_fuel_dem
range: C19:K45
filename: VT_SI_OTH_V4.xlsx
tag: ~FI_T
types: CommName (object), Demand~2018 (object), Demand~2020 (object), Demand~2025 (object), Demand~2030 (object), Demand~2040 (object), Demand~2050 (object), Demand~2060 (object)
CommName,Demand~2018,Demand~2020,Demand~2025,Demand~2030,Demand~2040,Demand~2050,Demand~2060
*Demand Commodity Name,Demand Value,,,,,,
R_DDW-SH,10.134,10.134,10.134,10.134,10.134,10.134,10.134
R_DDW-WH,3.324,3.324,3.324,3.324,3.324,3.324,3.324
R_DDW-CK,0.61,0.61,0.61,0.61,0.61,0.61,0.61
R_DDW-RF,1.801,1.801,1.801,1.801,1.801,1.801,1.801
R_DDW-CD,0.052,0.052,0.052,0.052,0.052,0.052,0.052
R_DDW-SC,0.371,0.371,0.371,0.371,0.371,0.371,0.371
R_DDW-CW,0.169,0.169,0.169,0.169,0.169,0.169,0.169
R_DDW-DW,0.056,0.056,0.056,0.056,0.056,0.056,0.056
R_DDW-LT,0.174,0.174,0.174,0.174,0.174,0.174,0.174
R_DDW-OTH,0.654,0.654,0.654,0.654,0.654,0.654,0.654
R_DDW-MPS,0.051,0.051,0.051,0.051,0.051,0.051,0.051
R_DDW-MPM,0,0,0,0,0,0,0
R_JDW-SH,1.365,1.365,1.365,1.365,1.365,1.365,1.365
R_JDW-WH,0.762,0.762,0.762,0.762,0.762,0.762,0.762
R_JDW-CK,0.134,0.134,0.134,0.134,0.134,0.134,0.134
R_JDW-RF,0.395,0.395,0.395,0.395,0.395,0.395,0.395
R_JDW-CD,0.011,0.011,0.011,0.011,0.011,0.011,0.011
R_JDW-SC,0.081,0.081,0.081,0.081,0.081,0.081,0.081
R_JDW-CW,0.037,0.037,0.037,0.037,0.037,0.037,0.037
R_JDW-DW,0.012,0.012,0.012,0.012,0.012,0.012,0.012
R_JDW-LT,0.035,0.035,0.035,0.035,0.035,0.035,0.035
R_JDW-OTH,0.143,0.143,0.143,0.143,0.143,0.143,0.143
R_JDW-MPS,0.011,0.011,0.011,0.011,0.011,0.011,0.011
R_JDW-MPM,0,0,0,0,0,0,0


sheetname: RES_fuel_dem
range: C4:M16
filename: VT_SI_OTH_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), Share-I~UP (object), STOCK (object), EFF (object), LIFE (object), INVCOST (object), FIXOM (object), VAROM (object)
TechName,Comm-IN,Comm-OUT,Share-I~UP,STOCK,EFF,LIFE,INVCOST,FIXOM,VAROM
*Technology Name,Input Commodity,Output Commodity,Input Share,Existing Installed Capacity,Efficiency,Lifetime,Capital costs,Fixed  O&M,Variable O&M
*Units,,,,PJa,,Years,MNZD/Pja,MNZD/Pja,MNZD/PJ
FTE_RESCOA_00,COA,RESCOA,1,,1,100,,,
,COL,,1,,,,,,
FTE_RESNGA_00,NGA,RESNGA,,,1,100,,,25
FTE_RESLPG_00,LPG,RESLPG,,,1,100,,,
FTE_RESDSL_00,DSL,RESDSL,,,1,100,,,0.92
FTE_RESWOD_00,WOD,RESWOD,,,1,100,,,10
FTE_RESGEO_00,GEO,RESGEO,,,1,100,,,
FTE_RESSOL_00,SOL,RESSOL,,,1,100,,,
FTE_RESPET_00,PET,RESPET,,,1,100,,,0.92


sheetname: RES_techs_coms
range: B7:J41
filename: VT_SI_OTH_V4.xlsx
tag: ~FI_Comm
types: Csets (object), CommName (object), CommDesc (object), Unit (object), LimType (object), CTSLvl (object), PeakTS (object), Ctype (object)
Csets,CommName,CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
NRG,RESCOA, Residential Coal,PJ,FX,,,
NRG,RESNGA,Residential Natural gas,PJ,FX,,,
NRG,RESLPG,Residential LPG,PJ,FX,,,
NRG,RESDSL,Residential Diesel,PJ,FX,,,
NRG,RESWOD,Residential Firewood,PJ,FX,,,
NRG,RESGEO,Residential Geothermal,PJ,FX,,,
NRG,RESSOL,Residential Solar energy,PJ,FX,,,
NRG,RESPET,Residential petroleum,PJ,FX,,,
ENV,RESCO2,Residential CO2 emissions,kt,,,,
DEM,R_DDW-SH,"Detached dwellings - Low Temperature Heat (<100 C), Space Heating",PJ,,,,
DEM,R_DDW-WH,"Detached dwellings - Low Temperature Heat (<100 C), Water Heating",PJ,,,,
DEM,R_DDW-CK,"Detached dwellings - Intermediate Heat (100-300 C), Cooking",PJ,,,,
DEM,R_DDW-RF,Detached dwellings - Refrigeration,PJ,,,,
DEM,R_DDW-CD,"Detached dwellings - Low Temperature Heat (<100 C), Clothes Drying",PJ,,,,
DEM,R_DDW-SC,Detached dwellings - Space Cooling,PJ,,,,
DEM,R_DDW-CW,"Detached dwellings - Low Temperature Heat (<100 C), Clothes Washing",PJ,,,,
DEM,R_DDW-DW,"Detached dwellings - Low Temperature Heat (< 100 C), Dishwashers",PJ,,,,
DEM,R_DDW-LT,Detached dwellings - Lighting,PJ,,,,
DEM,R_DDW-OTH,Detached dwellings - Electronics and Other Electrical Uses,PJ,,,,
DEM,R_DDW-MPS,"Detached dwellings - Motive Power, Stationary",PJ,,,,
DEM,R_DDW-MPM,"Detached dwellings - Motive Power, Mobile",PJ,,,,
DEM,R_JDW-SH,"Joined dwellings - Low Temperature Heat (<100 C), Space Heating",PJ,,,,
DEM,R_JDW-WH,"Joined dwellings - Low Temperature Heat (<100 C), Water Heating",PJ,,,,
DEM,R_JDW-CK,"Joined dwellings - Intermediate Heat (100-300 C), Cooking",PJ,,,,
DEM,R_JDW-RF,Joined dwellings - Refrigeration,PJ,,,,
DEM,R_JDW-CD,"Joined dwellings - Low Temperature Heat (<100 C), Clothes Drying",PJ,,,,
DEM,R_JDW-SC,Joined dwellings - Space Cooling,PJ,,,,
DEM,R_JDW-CW,"Joined dwellings - Low Temperature Heat (<100 C), Clothes Washing",PJ,,,,
DEM,R_JDW-DW,"Joined dwellings - Low Temperature Heat (< 100 C), Dishwashers",PJ,,,,
DEM,R_JDW-LT,Joined dwellings - Lighting,PJ,,,,
DEM,R_JDW-OTH,Joined dwellings - Electronics and Other Electrical Uses,PJ,,,,
DEM,R_JDW-MPS,"Joined dwellings - Motive Power, Stationary",PJ,,,,
DEM,R_JDW-MPM,"Joined dwellings - Motive Power, Mobile",PJ,,,,


sheetname: RES_techs_coms
range: K7:S64
filename: VT_SI_OTH_V4.xlsx
tag: ~FI_Process
types: Sets (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
PRE,FTE_RESCOA_00,Distribution network for  Residential Coal,PJ,PJ_a,,,
PRE,FTE_RESNGA_00,Distribution network for Residential Natural gas,PJ,PJ_a,,,
PRE,FTE_RESLPG_00,Distribution network for Residential LPG,PJ,PJ_a,,,
PRE,FTE_RESDSL_00,Distribution network for Residential Diesel,PJ,PJ_a,,,
PRE,FTE_RESWOD_00,Distribution network for Residential Firewood,PJ,PJ_a,,,
PRE,FTE_RESGEO_00,Distribution network for Residential Geothermal,PJ,PJ_a,,,
PRE,FTE_RESSOL_00,Distribution network for Residential Solar energy,PJ,PJ_a,,,
PRE,FTE_RESPET_00,Distribution network for Residential petroleum,PJ,PJ_a,,,
DMD,R_DDW-SH_Burner-WOD00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_DDW-SH_Burner-LPG00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_DDW-SH_Burner-DSL00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_DDW-SH_Burner-COA00,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_DDW-SH_OF-WOD00,Detached dwellings - Heat/Cooling Devices - Open Fire,PJ,GW,,,
DMD,R_DDW-SH_OF-COA00,Detached dwellings - Heat/Cooling Devices - Open Fire,PJ,GW,,,
DMD,R_DDW-SH_OFWB-COA00,"Detached dwellings - Heat/Cooling Devices - Open Fire, with Wetback",PJ,GW,,,
DMD,R_DDW-SH_HP-ELC00,Detached dwellings - Heat/Cooling Devices - Heat Pump (for Heating),PJ,GW,,,
DMD,R_DDW-SH_RH-ELC00,Detached dwellings - Heat/Cooling Devices - Resistance Heater,PJ,GW,,,
DMD,R_DDW-WH_OFWB-COA00,"Detached dwellings - Heat/Cooling Devices - Open Fire, with Wetback",PJ,GW,,,
DMD,R_DDW-WH_HWC-SOL00,Detached dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_DDW-WH_HWC-ELC00,Detached dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_DDW-WH_Gasheat-LPG00,Detached dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_DDW-WH_BRNWB-WOD00,"Detached dwellings - Heat/Cooling Devices - Burner, with Wetback",PJ,GW,,,
DMD,R_DDW-CK_Oven-COA00,Detached dwellings - Heat/Cooling Devices - Cooking Ovens,PJ,GW,,,
DMD,R_DDW-CK_Appl-ELC00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_DDW-CK_Appl-LPG00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_DDW-RF_Refriger-ELC00,Detached dwellings - Heat/Cooling Devices - Refrigeration systems,PJ,GW,,,
DMD,R_DDW-CD_Dryer-ELC00,Detached dwellings - Heat/Cooling Devices - Clothes Dryer,PJ,GW,,,
DMD,R_DDW-SC_HP-ELC00,Detached dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),PJ,GW,,,
DMD,R_DDW-CW_Washer-ELC00,Detached dwellings - Heat/Cooling Devices - Clothes Washers,PJ,GW,,,
DMD,R_DDW-DW_Dwash-ELC00,Detached dwellings - Heat/Cooling Devices - Dishwashers,PJ,GW,,,
DMD,R_DDW-LT_LED-ELC00,Detached dwellings - Electronics and Lights - LED,PJ,GW,,,
DMD,R_DDW-LT_Incan-ELC00,Detached dwellings - Electronics and Lights - Incandescent,PJ,GW,,,
DMD,R_DDW-LT_CFL-ELC00,Detached dwellings - Electronics and Lights - Fluorescent,PJ,GW,,,
DMD,R_DDW-OTH_Elec-ELC00,Detached dwellings - Electronics and Lights - Electronics,PJ,GW,,,
DMD,R_DDW-MPS_Motor-ELC00,Detached dwellings - Stationary Motors - Electric Motor,PJ,GW,,,
DMD,R_DDW-MPM_ICE-PET00,Detached dwellings - Stationary Motors - Internal Combustion (Domestic Use),PJ,GW,,,
DMD,R_JDW-SH_Burner-LPG00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_Burner-DSL00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_HP-ELC00,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Heating),PJ,GW,,,
DMD,R_JDW-SH_RH-ELC00,Joined dwellings - Heat/Cooling Devices - Resistance Heater,PJ,GW,,,
DMD,R_JDW-WH_HWC-SOL00,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_JDW-WH_HWC-ELC00,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_JDW-WH_Gasheat-LPG00,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_JDW-CK_Appl-ELC00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_JDW-CK_Appl-LPG00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_JDW-RF_Refriger-ELC00,Joined dwellings - Heat/Cooling Devices - Refrigeration systems,PJ,GW,,,
DMD,R_JDW-CD_Dryer-ELC00,Joined dwellings - Heat/Cooling Devices - Clothes Dryer,PJ,GW,,,
DMD,R_JDW-SC_HP-ELC00,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),PJ,GW,,,
DMD,R_JDW-CW_Washer-ELC00,Joined dwellings - Heat/Cooling Devices - Clothes Washers,PJ,GW,,,
DMD,R_JDW-DW_Dwash-ELC00,Joined dwellings - Heat/Cooling Devices - Dishwashers,PJ,GW,,,
DMD,R_JDW-LT_LED-ELC00,Joined dwellings - Electronics and Lights - LED,PJ,GW,,,
DMD,R_JDW-LT_Incan-ELC00,Joined dwellings - Electronics and Lights - Incandescent,PJ,GW,,,
